Instance_Name	=	69_3_10_6
<2,6,0,>	=	6
<2,6,1,>	=	6
<2,6,2,>	=	6
<2,6,3,>	=	6
<2,6,4,>	=	6
<2,6,5,>	=	6
<2,7,0,>	=	4
<2,7,1,>	=	4
<2,7,2,>	=	4
<2,7,3,>	=	4
<2,8,0,>	=	6
<2,8,1,>	=	6
<2,8,2,>	=	6
<2,8,3,>	=	6
<2,8,4,>	=	6
<2,8,5,>	=	6
<2,9,0,>	=	5
<2,9,1,>	=	5
<2,9,2,>	=	5
<2,9,3,>	=	5
<2,9,4,>	=	5

processing_at_suppliers=
<Lot,Vendor>
<0,0,>	=	4
<0,1,>	=	14
<0,2,>	=	11
<0,3,>	=	14
<0,4,>	=	7
<0,5,>	=	17
<0,6,>	=	19
<0,7,>	=	10
<0,8,>	=	9
<0,9,>	=	1
<1,0,>	=	18
<1,1,>	=	15
<1,2,>	=	15
<1,3,>	=	15
<1,4,>	=	19
<1,5,>	=	20
<1,6,>	=	3
<1,7,>	=	1
<1,8,>	=	8
<1,9,>	=	16
<2,0,>	=	14
<2,1,>	=	14
<2,2,>	=	4
<2,3,>	=	3
<2,4,>	=	3
<2,5,>	=	6
<2,6,>	=	7
<2,7,>	=	8
<2,8,>	=	3
<2,9,>	=	19

processing_at_assembly=
<Lot>
<0>	=	10
<1>	=	14
<2>	=	3

MinMakespan=
<Lot,Vendor,SubLot>
<0,0,0,>	=	14
<0,0,1,>	=	12
<0,0,2,>	=	11
<0,0,3,>	=	11
<0,0,4,>	=	11
<0,0,5,>	=	11
<0,1,0,>	=	24
<0,1,1,>	=	17
<0,1,2,>	=	15
<0,1,3,>	=	14
<0,1,4,>	=	12
<0,1,5,>	=	11
<0,2,0,>	=	21
<0,3,0,>	=	24
<0,3,1,>	=	17
<0,3,2,>	=	14
<0,3,3,>	=	12
<0,4,0,>	=	17
<0,4,1,>	=	13
<0,4,2,>	=	12
<0,5,0,>	=	27
<0,5,1,>	=	23
<0,5,2,>	=	16
<0,5,3,>	=	13
<0,5,4,>	=	12
<0,5,5,>	=	11
<0,6,0,>	=	29
<0,6,1,>	=	21
<0,6,2,>	=	19
<0,7,0,>	=	20
<0,7,1,>	=	16
<0,8,0,>	=	19
<0,8,1,>	=	15
<0,8,2,>	=	13
<0,9,0,>	=	11
<0,9,1,>	=	11
<0,9,2,>	=	11
<0,9,3,>	=	11
<1,0,0,>	=	32
<1,1,0,>	=	29
<1,2,0,>	=	29
<1,2,1,>	=	26
<1,3,0,>	=	29
<1,3,1,>	=	21
<1,4,0,>	=	33
<1,5,0,>	=	34
<1,5,1,>	=	32
<1,5,2,>	=	24
<1,5,3,>	=	19
<1,6,0,>	=	17
<1,7,0,>	=	15
<1,7,1,>	=	15
<1,7,2,>	=	15
<1,7,3,>	=	15
<1,7,4,>	=	15
<1,7,5,>	=	15
<1,8,0,>	=	22
<1,8,1,>	=	18
<1,8,2,>	=	16
<1,8,3,>	=	15
<1,8,4,>	=	15
<1,9,0,>	=	30
<2,0,0,>	=	17
<2,0,1,>	=	11
<2,0,2,>	=	7
<2,1,0,>	=	17
<2,2,0,>	=	7
<2,3,0,>	=	6
<2,3,1,>	=	5
<2,3,2,>	=	4
<2,3,3,>	=	4
<2,4,0,>	=	6
<2,4,1,>	=	4
<2,5,0,>	=	9
<2,5,1,>	=	6
<2,5,2,>	=	5
<2,5,3,>	=	4
<2,5,4,>	=	4
<2,5,5,>	=	4
<2,6,0,>	=	10
<2,6,1,>	=	8
<2,6,2,>	=	5
<2,6,3,>	=	4
<2,6,4,>	=	4
<2,6,5,>	=	4
<2,7,0,>	=	11
<2,7,1,>	=	9
<2,7,2,>	=	7
<2,7,3,>	=	5
<2,8,0,>	=	6
<2,8,1,>	=	5
<2,8,2,>	=	4
<2,8,3,>	=	4
<2,8,4,>	=	4
<2,8,5,>	=	4
<2,9,0,>	=	22
<2,9,1,>	=	12
<2,9,2,>	=	8
<2,9,3,>	=	6
<2,9,4,>	=	4

TransferCost=
<Lot,Vendor,SubLot>
<0,0,0,>	=	3
<0,0,1,>	=	7
<0,0,2,>	=	10
<0,0,3,>	=	13
<0,0,4,>	=	18
<0,0,5,>	=	21
<0,1,0,>	=	2
<0,1,1,>	=	4
<0,1,2,>	=	7
<0,1,3,>	=	9
<0,1,4,>	=	12
<0,1,5,>	=	14
<0,2,0,>	=	1
<0,3,0,>	=	2
<0,3,1,>	=	5
<0,3,2,>	=	7
<0,3,3,>	=	9
<0,4,0,>	=	2
<0,4,1,>	=	5
<0,4,2,>	=	7
<0,5,0,>	=	1
<0,5,1,>	=	2
<0,5,2,>	=	3
<0,5,3,>	=	4
<0,5,4,>	=	5
<0,5,5,>	=	6
<0,6,0,>	=	1
<0,6,1,>	=	2
<0,6,2,>	=	3
<0,7,0,>	=	2
<0,7,1,>	=	4
<0,8,0,>	=	1
<0,8,1,>	=	2
<0,8,2,>	=	3
<0,9,0,>	=	2
<0,9,1,>	=	5
<0,9,2,>	=	7
<0,9,3,>	=	10
<1,0,0,>	=	1
<1,1,0,>	=	2
<1,2,0,>	=	2
<1,2,1,>	=	5
<1,3,0,>	=	3
<1,3,1,>	=	8
<1,4,0,>	=	3
<1,5,0,>	=	3
<1,5,1,>	=	6
<1,5,2,>	=	10
<1,5,3,>	=	14
<1,6,0,>	=	1
<1,7,0,>	=	3
<1,7,1,>	=	6
<1,7,2,>	=	10
<1,7,3,>	=	13
<1,7,4,>	=	18
<1,7,5,>	=	23
<1,8,0,>	=	2
<1,8,1,>	=	4
<1,8,2,>	=	6
<1,8,3,>	=	9
<1,8,4,>	=	11
<1,9,0,>	=	1
<2,0,0,>	=	3
<2,0,1,>	=	6
<2,0,2,>	=	11
<2,1,0,>	=	1
<2,2,0,>	=	1
<2,3,0,>	=	2
<2,3,1,>	=	5
<2,3,2,>	=	7
<2,3,3,>	=	10
<2,4,0,>	=	2
<2,4,1,>	=	5
<2,5,0,>	=	1
<2,5,1,>	=	2
<2,5,2,>	=	3
<2,5,3,>	=	4
<2,5,4,>	=	5
<2,5,5,>	=	6
<2,6,0,>	=	3
<2,6,1,>	=	8
<2,6,2,>	=	13
<2,6,3,>	=	17
<2,6,4,>	=	21
<2,6,5,>	=	26
<2,7,0,>	=	2
<2,7,1,>	=	5
<2,7,2,>	=	8
<2,7,3,>	=	10
<2,8,0,>	=	1
<2,8,1,>	=	2
<2,8,2,>	=	3
<2,8,3,>	=	4
<2,8,4,>	=	5
<2,8,5,>	=	6
<2,9,0,>	=	3
<2,9,1,>	=	8
<2,9,2,>	=	13
<2,9,3,>	=	17
<2,9,4,>	=	22
